Sale_Price,Make,model,year,title_status,mileage,color,lot,state,country,condition,Make,MakeID,Manufacturer,ManufacturerId,Model,ModelID,ModelYear,Series,Series2,Trim,Trim2,ABS,ActiveSafetySysNote,AdaptiveCruiseControl,AdaptiveDrivingBeam,AdaptiveHeadlights,AdditionalErrorText,AirBagLocCurtain,AirBagLocFront,AirBagLocKnee,AirBagLocSeatCushion,AirBagLocSide,AutoReverseSystem,AutomaticPedestrianAlertingSound,AxleConfiguration,Axles,BasePrice,BatteryA,BatteryA_to,BatteryCells,BatteryInfo,BatteryKWh,BatteryKWh_to,BatteryModules,BatteryPacks,BatteryType,BatteryV,BatteryV_to,BedLengthIN,BedType,BlindSpotIntervention,BlindSpotMon,BodyCabType,BodyClass,BrakeSystemDesc,BrakeSystemType,BusFloorConfigType,BusLength,BusType,CAN_AACN,CIB,CashForClunkers,ChargerLevel,ChargerPowerKW,CoolingType,CurbWeightLB,CustomMotorcycleType,DaytimeRunningLight,DestinationMarket,DisplacementCC,DisplacementCI,DisplacementL,Doors,DriveType,DriverAssist,DynamicBrakeSupport,EDR,ESC,EVDriveUnit,ElectrificationLevel,EngineConfiguration,EngineCycles,EngineCylinders,EngineHP,EngineHP_to,EngineKW,EngineManufacturer,EngineModel,EntertainmentSystem,ErrorCode,ErrorText,ForwardCollisionWarning,FuelInjectionType,FuelTypePrimary,FuelTypeSecondary,GCWR,GCWR_to,GVWR,GVWR_to,KeylessIgnition,LaneCenteringAssistance,LaneDepartureWarning,LaneKeepSystem,LowerBeamHeadlampLightSource,MotorcycleChassisType,MotorcycleSuspensionType,NCSABodyType,NCSAMake,NCSAMapExcApprovedBy,NCSAMapExcApprovedOn,NCSAMappingException,NCSAModel,NCSANote,Note,OtherBusInfo,OtherEngineInfo,OtherMotorcycleInfo,OtherRestraintSystemInfo,OtherTrailerInfo,ParkAssist,PedestrianAutomaticEmergencyBraking,PlantCity,PlantCompanyName,PlantCountry,PlantState,PossibleValues,Pretensioner,RearAutomaticEmergencyBraking,RearCrossTrafficAlert,RearVisibilitySystem,SAEAutomationLevel,SAEAutomationLevel_to,SeatBeltsAll,SeatRows,Seats,SemiautomaticHeadlampBeamSwitching,SteeringLocation,TPMS,TopSpeedMPH,TrackWidth,TractionControl,TrailerBodyType,TrailerLength,TrailerType,TransmissionSpeeds,TransmissionStyle,Turbo,VIN,ValveTrainDesign,VehicleType,WheelBaseLong,WheelBaseShort,WheelBaseType,WheelSizeFront,WheelSizeRear,Wheels,Windows
55600,lexus,gx,2020,clean vehicle,8186,silver,167605747,florida, usa,2 days left,LEXUS,515,"TOYOTA MOTOR NORTH AMERICA, INC",962,GX,2215,2020,URJ150L,Wagon body style,Premium,,Standard,,,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,Standard,,4600,280.7092228,4.6,5,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,301,,224.4557,,1UR-FE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,PORT,,,,,,TAHARA,"Tahara Plant, Toyota Motor Corp.",JAPAN,AICHI,,,,,Standard,,,Manual,3,7,Standard,Left-Hand Drive (LHD),Indirect,,,Standard,Not Applicable,,Not Applicable,6,Automatic,,jtjam7bx4l5251250,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,4,
22000,chevrolet,trax,2020,clean vehicle,179,gray,167781406,california, usa,21 hours left,CHEVROLET,467,GENERAL MOTORS LLC,984,Trax,10988,2020,LS FWD,,,,,,,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1400,85.43324173,1.4,,FWD/Front-Wheel Drive,,,,,,,,,4,,,,GME,"LUV - MFI, Variable Valve Timing, E85 MAX, ALUM",,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Multipoint Fuel Injection (MPFI),Gasoline,Ethanol (E85),,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,SAN LUIS POTOSI,GMNA,MEXICO,,,,,,,,,Manual,,,,,Direct,,,,Not Applicable,,Not Applicable,,,Yes,3gncjksbxll181398,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
17300,chevrolet,equinox,2020,clean vehicle,15577,black,167796069,nevada, usa,2 days left,CHEVROLET,467,GENERAL MOTORS LLC,984,Equinox,1847,2020,LT FWD (1LT),,,,,,,,,,All Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1500,91.53561614,1.5,4,FWD/Front-Wheel Drive,,,,,,,In-Line,,4,,,,,"LYX - Direct Injection, VVT, FGT, TURBO, ALUM, GEN1",,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,SAN LUIS POTOSI,San Luis Potosí Assembly,MEXICO,,,,,,,,,Manual,,,,,Direct,,,,Not Applicable,,Not Applicable,,,Yes,3gnaxkev2ll125886,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
30500,chevrolet,traverse,2020,clean vehicle,23470,silver,167796080,nevada, usa,2 days left,CHEVROLET,467,GENERAL MOTORS LLC,984,Traverse,1853,2020,LT Leather,,,,Standard,,,Optional,,,All Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,2,39100,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Front and rear vented discs,Hydraulic,Not Applicable,,Not Applicable,Standard,Optional,,,,,4362,Not Applicable,Standard,,3600,219.6854787,3.6,4,FWD/Front-Wheel Drive,,Standard,,Standard,,,V-Shaped,,6,310,,,GM,"LFY - Spark Ignited Direct injection, ATSS, GEN 1",,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Optional,,Gasoline,,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Standard,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,Front Inboard Seat Side Airbag in First Row.,,,Optional,LANSING - DELTA TOWNSHIP,GMNA,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,3,7,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,9,Automatic,No,1gnerhkw7lj115518,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,120.9,Standard,18,18,4,
25000,chevrolet,impala,2020,clean vehicle,18715,silver,167796081,nevada, usa,6 hours left,CHEVROLET,467,GENERAL MOTORS LLC,984,Impala,1833,2020,Premier (2LZ),,,,,,,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3600,219.6854787,3.6,4,,,,,,,,,,6,,,,GM,"LFX - Spark Ignited Direct injection, VVT, E85 MAX, ALUM",,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,Ethanol (E85),,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,DETROIT HAMTRAMCK,GMNA,UNITED STATES (USA),MICHIGAN ,,,,,,,,Manual,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,1g1105s31lu100901,Dual Overhead Cam (DOHC),PASSENGER CAR,,,,,,,4
28300,chevrolet,colorado,2020,clean vehicle,13886,silver,167805497,indiana, usa,2 days left,CHEVROLET,467,GENERAL MOTORS LLC,984,Colorado,4086,2020,LT 4WD,,,,Standard,,,,,,All Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),Standard,,,2,22395,,,,,,,,,,,,74,Long,,,Crew/ Super Crew/ Crew Max,Pickup,Front vented discs; rear solid discs,,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,3600,219.6854787,3.6,4,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,200,,,General Motor,"LG2 - DI: Direct Injection, VVT: Variable Valve Timing, ALUM, VAR2, GEN2",,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,WENTZVILLE,GMNA,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,1,2,Standard,Left-Hand Drive (LHD),,,,Standard,Not Applicable,,Not Applicable,6,Manual/Standard,No,1gcgtcen7l1101496,Dual Overhead Cam (DOHC),TRUCK ,,128.3,Standard,17,17,4,
15900,dodge,charger,2020,clean vehicle,5284,orange,167742943,pennsylvania, usa,2 days left,DODGE,476,FCA CANADA INC.,995,Charger,1895,2020,SXT,,LD,,Standard,,Optional,,,,,1st Row (Driver and Passenger),,,All Rows,Standard,,,2,29895,,,,,,,,,,,,,Not Applicable,,Optional,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Optional,,,,,,,Not Applicable,Standard,,3600,219.6854787,3.6,4,RWD/Rear-Wheel Drive,,Standard,,Standard,,,V-Shaped,,6,292,,217.7444,FCA,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Optional,,Gasoline,,,,,,Standard,,Optional,Optional,Halogen,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,BRAMPTON,Brampton Assembly,CANADA,ONTARIO,,,,Optional,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Indirect,,,Standard,Not Applicable,,Not Applicable,8,Automatic,,2c3cdxbg6lh100855,,PASSENGER CAR,,120,,,,4,
32500,ford,explorer,2020,clean vehicle,5920,silver,167722215,missouri, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, USA",976,Explorer,1800,2020,XLT,,,,,,,,,,,1st Row (Driver and Passenger),Passenger Seat Only,,1st and 2nd and 3rd Rows,,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2300,140.3546114,2.3,4,4WD/4-Wheel Drive/4x4,,,,,,,In-Line,,4,270,,201.339,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,Not Applicable,,,,,,,,,,TiVCT,,,,,,CHICAGO,Chicago Assembly ,UNITED STATES (USA),ILLINOIS,,,,,,,,Manual,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,1fmsk8dh2lga15480,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
18300,ford,fusion,2020,clean vehicle,10882,white,167722427,california, usa,1 days left,FORD,460,"FORD MOTOR COMPANY, MEXICO",979,Fusion,1780,2020,Titanium AWD,,,,,,,,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2000,122.0474882,2,4,,,,,,,,In-Line,,4,240,,178.968,Ford,2.0L GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Premium Fuel,,,,,,HERMOSILLO,,MEXICO,,,,,,,,,Manual,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,3fa6p0d94lr133238,,PASSENGER CAR,,,,,,,
14300,ford,fusion,2020,clean vehicle,6975,silver,167722616,california, usa,1 days left,FORD,460,"FORD MOTOR COMPANY, MEXICO",979,Fusion,1780,2020,Titanium AWD,,,,,,,,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2000,122.0474882,2,4,,,,,,,,In-Line,,4,240,,178.968,Ford,2.0L GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Premium Fuel,,,,,,HERMOSILLO,,MEXICO,,,,,,,,,Manual,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,3fa6p0d98lr117690,,PASSENGER CAR,,,,,,,
